,Company,Departments,Description,Experience,Industry,Location,Portal,Portal_Id,Posted_On,Scraped_Datetime,Skills,Title,Type,URL,_id
24,Ok.pvt.ltd.,['NA'],"For More information - 96542-35852Document or maintain records of each and every interactions with the customers for future evaluation.Setting up customer accounts and provide relevant information to them.Follow the procedure, guidelines provided and implement it while troubleshooting queries.Excellent Opportunity for you to work with India's Leading Call Centers*Fresher Candidates Can Apply Only*Process - inboundJob Type: Full-timeSalary: ₹12,000.00 - ₹18,000.00 per monthBenefits:Health insuranceProvident fund (PF)Benefits provided:Cab providedMeal(s) providedJob Duties:Answer incoming customer inquiries",NA,NA,"Janakpuri, Delhi, Delhi",Indeed,6548059652021070654,2020-08-10 11:10:36.015,2020-08-10 11:10:36.015,['NA'],Customer care executive Hindi for freshers,Full Time,https://www.indeed.co.in/company/Ocio/jobs/Customer-Care-Executive-Hindi-Fresher-6bbfbc0858469ed2?fccid=a84575bd16895f7e&vjs=3,5f312b953fca4a5498b8c011
25,Emicare Pharma & Healthcare Pvt Ltd (Open Medicines),['NA'],"JOB SUMMARYAbout us: -""Open Medicines is a new generation concept, first time in Kerala introduced by Emicare Pharma & Health Care Pvt. Ltd. with the vision of providing quality primary health care to the public by establishing primary healthcare centers & retail pharmacies proportionally promoting maximum customer convenience. The outstanding uniqueness of Open pharmacies is its medicine storage and value added services. Open follows its Trust Open Policy as a commitment to its customers to offer maximum value for the money spent. This is ensured by proper storage of medicines in well maintained showrooms and dispensed with care. The mission of the organization is to promote wellness""We currently have 12 outlets which includes, multi specialty clinic and day care centers specialist consultation, basic laboratory investigation, radio diagnostic facilities as per the need. We are looking for young, energetic, fresh & experienced candidates to strengthen our organization.Hiring for the role of Pharmacist. Candidate who apply for this role should be based out of Calicut & Malayalam Language is necessary.JOB RESPONSIBILITIESDispensing of MedicinesAwareness to customer about the medicinePatient counsellingManaging staffWORK QUALIFICATIONS & SKILLSDiploma in Pharmacy/Bachelor in Pharmacy (COMPULSORY)Freshers can also apply for this jobMalayalam Language is CompulsoryBENEFITSALL STATUTORY AND OTHER COMPANY BENEFITSJob Type: Full-timeSalary: ₹10,000.00 - ₹15,000.00 per monthExperience:Basic computer: 1 year (Preferred)total work: 1 year (Preferred)Pharmacist: 1 year (Preferred)Education:Diploma (Preferred)Language:Hindi (Preferred)",NA,NA,"Calicut, Kerala",Indeed,6516189372604727484,2020-08-10 11:10:45.950,2020-08-10 11:10:45.950,['NA'],PHARMACIST FRESHER-MALAYALAM MUST,Full Time,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CPQsmSeIDOAtPcAwp9nkR9nOMWtZv7LtgB4xofMB-5NKqOALOnfngxIeRvCTCdb1nxDwmpaeizn8qoCwCYmLQbjuHinre6_Z1mwDBR65Kr6j1Ps5PWnprAO6QNfm2kdYT6HmXIWY-KELwYSexq6_I9AOWlHBDnFvLCnOEOEbpJ-_wluhxLwE2fKrOrhuLR6wsLYrO_GV4HYSiZbidVf5b0i9srd_QdFq3CdqCJrJgXX93x7RorwMGI5Evu_EPiTd1kRPSAo1eGk1-13X27hm42o-d8IJ1esEbp6_5Qau_Wn3l24q-K1yv_Bth4xuVJeE6rFkRFHiaOpfPBuOC81oDsyPGOCsU9AaoLwczmgWeSpeNaG-pBjzxXomnEIy_gZQWiwn8mIsjZ9FzUlIlowoH1Y-goZxyXnN2UWLFE-qQbWTvIaGJvqmO8tK1ENXq04N4=&p=10&fvj=1&vjs=3,5f312b953fca4a5498b8c012
26,PurchaseManager.co.in,['NA'],"The role of a Business Development Executive is to assist the organisations sales and growth efforts by contributing to new customer acquisition. He/she should be able to provide ideas to attract new clients and keep the senior management updated about marketplace and competitor activity. The primary role and responsibilities of a Business Development Executive include:Build contacts with potential clients to create new business opportunitiesKeep prospective client database updatedMake cold calls for new business leadsSupport in writing new business proposalsMaintain knowledge of all product and service offerings of the companyArrange meetings for senior management with prospective clientsFollow company guidelines and procedures for acquisition of customers, submission of tenders etc.Competencies and Skills RequiredMust possess strong customer service skillsExcellent written and verbal communicationMust have good negotiation skillsMust be able to create good presentationsMust have excellent interpersonal skillsMust be detail oriented and an active listenerAbility to work under pressureJob Types: Full-time, Internship, FresherSalary: From ₹9,500.00 per monthBenefits:Travel allowanceSales role:AcquisitionTypical team size:2-3Travel requirements:Yes - ~100%Selection rounds:HR InterviewIndustry:SalesWork Remotely:No",NA,NA,"Hyderabad, Telangana",Indeed,-1981291489002425941,2020-08-10 11:10:52.536,2020-08-10 11:10:52.536,['NA'],Business Development Executive,Full Time,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0D2wXPriNM_ZGaiZCepr5BNZN8S95IzbCMm1inNNx1dVDHrKzClN1FMxjqGVPo-erRUwBg43h7rOpllaVBMIIbSLA0oY_1mxSkPFPqKWQ9eCh-9-cVcU2XWucpFeZAmUxmnT24RtBiPYXjFEEQkq1B8jytnMQWCykXwG6S_yNliftGMlhNllROLEk-DMv1sky3WDgD4Am4N0d3onl7IFDR27DyCOFytSAwYKI6AGOpk9fLPUFTSMU_BgCQYNVJaD42VCAWXrUotBK7PKuMtxUykODI9k6VeCh8OBvY7Cbac2Mxd4cHp4z8GZwHpWH--_bS71rRJZMJBggYupaSqg5h68YljIwJCWcJgTSNq6MiRN5YKlRxvUjf6_hlHhcHxCjD_IdIc29RtcKKJaY2G7WPGsBJ561FCVeYcJkvqvlg9L749qcjGdNcLNKnUx7jz0VU=&p=11&fvj=1&vjs=3,5f312b953fca4a5498b8c013
27,PurchaseManager.co.in,['NA'],"We are searching for an engaged Telecaller to boost sales by reaching out to current and possible clients. To this end, the Telecaller will be required to obtain lists of individuals' information, and to source data for additional members of the target audience. You should also jot down important notes during conversations to facilitate follow-ups by our staff.To be successful as a Telecaller, you should be able to convince even the toughest of individuals to purchase our offerings. A remarkable Telecaller will suggest ways in which clients' feedback can be utilized to improve our services.Telecaller Responsibilities:Studying the details of each offering and remaining abreast of updates to these offerings.Obtaining and updating lists of individuals' contact details.Calling active and budding clients to encourage the purchase of items.Addressing clients' uncertainties, grievances, and suggestions on time.Noting important details of each conversation.Communicating verbal acceptances of offers to our Sales team for closing.Recording all successful and unsuccessful attempts to close sales.Attending regular team meetings to clarify progress and performance-related expectations.Conducting each of your functions with the utmost respect, regardless of others' dispositions.Telecaller Requirements:High school diploma or equivalent.Prior experience as a Telecaller or similar.Completion of a sales-related training program is preferred.Computer literate.Exposure to diverse viewpoints, cultural norms, and experiences.Superb verbal communication.Ability to switch your communication style on a whim.Superb interpersonal, research, and record-keeping skills.Capacity to receive critique without internalizing it.Job Types: Full-time, FresherSalary: From ₹9,500.00 per monthShift:NoSelection rounds:HR InterviewIndustry:SalesWork Remotely:No",NA,NA,"Hyderabad, Telangana",Indeed,-361003440665368948,2020-08-10 11:10:58.864,2020-08-10 11:10:58.864,['NA'],Tele Calling Executive,Full Time,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0D2wXPriNM_ZGaiZCepr5BNZN8S95IzbCMm1inNNx1dVDHrKzClN1FMiQX9-op0z0V3QdeuGHilIVoIgN1KrFD5IWl1se3NlsvyvKsqP_StuoenTSTwLviJPpj2MvKYpkVBJOgNPQsijuEEJ-cts3Y8x0XNkIOr2RrjCF8rnxPkjXQzRINpA9EBYlDvAX41zZ8z2eC6IwoHycEkeMWRIVpO8gKngwRdyOMJMDYZDdCLHjtAEhB9JhzqGLcW7tx_FlsMhQsL9RWFZ4OAcyPGBywPPMvNsen1qs8hvO8uiYt-DvUttoT53D_-ujR8Yhm4168tvTdX4QDEovTatG5TORqkmdH9I6Y3PxyWnKyIH8vS4KFJbSWO_WImGRzv2Tx4cGuQn1C6P26o_U3l_t28r7uAW9eFZUXDA9WJTUn9vYPqYmmgmwmA0OX3V4CeOG4QGEE=&p=12&fvj=1&vjs=3,5f312b953fca4a5498b8c014
28,Emicare Pharma & Healthcare Pvt Ltd (Open Medicines),['NA'],"JOB SUMMARYAbout us: -""Open Medicines is a new generation concept, first time in Kerala introduced by Emicare Pharma & Health Care Pvt. Ltd. with the vision of providing quality primary health care to the public by establishing primary healthcare centers & retail pharmacies proportionally promoting maximum customer convenience. The outstanding uniqueness of Open pharmacies is its medicine storage and value added services. Open follows its Trust Open Policy as a commitment to its customers to offer maximum value for the money spent. This is ensured by proper storage of medicines in well maintained showrooms and dispensed with care. The mission of the organization is to promote wellness""We currently have 12 outlets which includes, multi specialty clinic and day care centers specialist consultation, basic laboratory investigation, radio diagnostic facilities as per the need. We are looking for young, energetic, fresh & experienced candidates to strengthen our organization.Hiring for the role of Pharmacist. Candidate who apply for this role should be based out of Calicut & Malayalam Language is necessary.JOB RESPONSIBILITIESDispensing of MedicinesAwareness to customer about the medicinePatient counsellingManaging staffWORK QUALIFICATIONS & SKILLSDiploma in Pharmacy/Bachelor in Pharmacy (COMPULSORY)Freshers can also apply for this jobMalayalam Language is CompulsoryBENEFITSALL STATUTORY AND OTHER COMPANY BENEFITSJob Type: Full-timeSalary: ₹10,000.00 - ₹15,000.00 per monthExperience:Basic computer: 1 year (Preferred)total work: 1 year (Preferred)Pharmacist: 1 year (Preferred)Education:Diploma (Preferred)Language:Hindi (Preferred)",NA,NA,"Calicut, Kerala",Indeed,8041340886648166008,2020-08-10 11:11:09.577,2020-08-10 11:11:09.577,['NA'],PHARMACIST FRESHER-MALAYALAM MUST,Full Time,https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0CPQsmSeIDOAtPcAwp9nkR9nOMWtZv7LtgB4xofMB-5NKqOALOnfngxIeRvCTCdb1nxDwmpaeizn8qoCwCYmLQbjuHinre6_Z1mwDBR65Kr6j1Ps5PWnprAO6QNfm2kdYT6HmXIWY-KELwYSexq6_I9AOWlHBDnFvLCnOEOEbpJ-_wluhxLwE2fXHgi1ZqMm0lHttxChDXcBqguNE0O_GZon79AigLgUWXe4Vhmoh73EvQRQ7o2cP3SUVYTAgYu6GkCm4Xijpav1__QjnYmSrkzZOnXzXfv15Men9LBmKiK0txVSQFapCbqfI73TlOwyCAWQWF5AcOJykpQvaJISLd3zLK8wYgQ8JPrJoV1pMMOxQxkv7-Tj9WTG5XHCdH3kD3Nj0PEMohtGYBi_cxqkkb3M-_HQAlhS_5Mj9Xc8VA7ZWQsNEiWlbl7thN8dOqYEQI=&p=0&fvj=1&vjs=3,5f312b953fca4a5498b8c015
29,JRB Packers Pvt Ltd.,['NA'],"HelperBoy and girlFresher and experienceResponsible For Clean The Office And Serve Tea / Coffee. ....Max Experience : 2 yrsMin Experience : 0 YrsSalary : Ranging from Rs. 10000 To 12000 (negotiable according to relevant Knowledge & Experience)Job Type: Part-timeSalary: ₹9,000.00 - ₹14,000.00 per monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Secondary(10th Pass) (Preferred)Work Remotely:No",NA,NA,"Panipat, Haryana",Indeed,-3521822156145895535,2020-08-10 11:11:13.601,2020-08-10 11:11:13.601,['NA'],Helper,Full Time,https://www.indeed.co.in/company/JRB-Packers-Pvt-Ltd./jobs/Helper-57849fade8b22816?fccid=66a924150b733b58&vjs=3,5f312b953fca4a5498b8c016
30,RAJRATAN EXCLUSIVE,['NA'],"Required helper for ecommerce Textile company for packaging and other day today office work and Warehouse house work. office is located at Kalbadevi road, Mumbai-400002Freshers are welcome but must be willing to hard work .Candidate living nearby will be given preference .Job Type: Full-timeSalary: Up to ₹15,000.00 per monthExperience:work: 1 year (Preferred)total work: 1 year (Preferred)Education:Secondary(10th Pass) (Preferred)Work Remotely:No",NA,NA,"Kalbadevi, Mumbai, Maharashtra",Indeed,-2777269205191551623,2020-08-10 11:11:35.181,2020-08-10 11:11:35.181,['NA'],Picker and Packer,Full Time,https://www.indeed.co.in/company/RAJRATAN-EXCLUSIVE/jobs/Picker-Packer-0842442fcb1f6d69?fccid=d0b26e5f65d78007&vjs=3,5f312b953fca4a5498b8c01a
31,AG Solutions,['NA'],"We are a startup company based in Kolkata and associate office in Panchkula, Haryana. We are looking for a social media executive who can promote our product on different social media platform.Job Types: Full-time, FresherSalary: From ₹10,000.00 per monthCOVID-19 considerations:Our office is totally sanitised and we dont ve much staff in office.Experience:Social Media: 1 year (Preferred)work: 1 year (Preferred)total work: 1 year (Preferred)Education:Bachelor's (Preferred)Location:Panchkula, Haryana (Preferred)Licence:Digital Marketing (Preferred)Selection rounds:HR InterviewIndustry:Cleaning & SanitationWork Remotely:No",NA,NA,"Panchkula, Haryana",Indeed,-4745137932827659595,2020-08-10 11:11:19.312,2020-08-10 11:11:19.313,['NA'],Social Media Executive,Full Time,https://www.indeed.co.in/company/AG-Solutions/jobs/Social-Media-Executive-e8a47095a181de77?fccid=fe209864b6ea364b&vjs=3,5f312b953fca4a5498b8c017
32,Rmpro E-learning Solutions (OPC) Pvt Limited,['NA'],"Job DescriptionThis is a full-time academic content writing job.Apply only if you are proficient in Management, commerce and related disciplines:- Writing contents for the academic projects related to HRM, Marketing, Management, International Business, etc..- Solution authoring for textbooks and assignments- Managing online courses using Canvas, Blackboard, and Moodle platformsResponsibilities and Duties- Writing contents for textbooks, assignments, and projects- Research paper writing- Content analysis and editing- Data Analysis and Report writing- Research and AnalysisKey SkillsBusiness writing, Research, Academic writing, Content writing, Subject matter expert, Research paper, Research methodology, Analysis and explanationRequired Experience and Qualifications- M.Com, MBA, or PGDM- excellent overall writing skills- Great research, organizational, and learning skills- Good knowledge of MS office tools like MS Word, MS PowerPoint, MS Excel, etc.- working Knowledge of internet- Correct use of English Grammar- Must be well versed with MS office suiteJob Types: Full-time, Contract, FresherPay: ₹16,000.00 - ₹25,000.00 per monthJob Type: Full-timeSalary: ₹16,000.00 - ₹25,000.00 per monthCOVID-19 considerations:Temporary work from home due to COVID 19Experience:restaurant management: 1 year (Preferred)total work: 1 year (Preferred)Education:Master's (Required)Industry:Education & Instruction",NA,NA,"Delhi, Delhi",Indeed,4021772192120510856,2020-08-10 11:11:25.593,2020-08-10 11:11:25.593,['NA'],Full Time Subject Matter Expert- Management,Full Time,https://www.indeed.co.in/company/Rmpro-E--learning-Solutions-(OPC)-Pvt-Limited/jobs/Subject-Matter-Expert-2a145881665883f6?fccid=d91055ac2935e0a4&vjs=3,5f312b953fca4a5498b8c018
33,Child help foundation,['NA'],"Job Profile: · Contact individuals by telephone to ask for donation.· Should be able to explain the donation benefits to the customers.· Obtain donor information.· Addressing donor queries.· Donor follow up and feedback post initial communication.· Record donor’s transaction details of the donation made online.· Schedule appointments for donation collection.· Fresher welcome. Prior experience in tele-calling/ NGO would be an added advantage.· Salary + incentives will be provided on the basis of the target achieved.· Continues work opportunity during and after lockdown.Job Types: Full-time, FresherSalary: Up to ₹10,000.00 per monthWork Remotely:Yes",NA,NA,"Gurgaon Road, Delhi",Indeed,2816488804959940788,2020-08-10 11:11:31.046,2020-08-10 11:11:31.046,['NA'],Tele Calling Executive,Full Time,https://www.indeed.co.in/company/Child-Help-Foundation/jobs/Tele-Calling-Executive-890ac5c75eee0122?fccid=846e18a0d053ecd0&vjs=3,5f312b953fca4a5498b8c019
